prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
256,256,1,64,22.0903
256,256,1,256,23.2
256,256,1,1024,23.904
256,256,1,4096,24.5967
256,256,1,16384,30.8793
256,256,2,16,21.9527
256,256,2,64,22.0053
256,256,2,256,23.2003
256,256,2,1024,24.3623
256,256,2,4096,25.098
256,256,2,16384,33.642
256,256,4,16,22.4533
256,256,4,64,22.4963
256,256,4,256,23.6487
256,256,4,1024,24.619
256,256,4,4096,25.76
256,256,4,16384,36.8963
256,256,8,16,22.2827
256,256,8,64,22.507
256,256,8,256,23.6053
256,256,8,1024,24.6193
256,256,8,4096,30.4217
256,256,8,16384,46.1327
256,256,16,16,22.3467
256,256,16,64,22.347
256,256,16,256,23.5417
256,256,16,1024,25.5147
256,256,16,4096,33.8233
256,256,16,16384,63.7647
256,256,32,16,22.57
256,256,32,64,22.5813
256,256,32,256,24.1383
256,256,32,1024,29.2273
256,256,32,4096,45.7493
256,256,32,16384,101.6
256,256,64,16,23.3707
256,256,64,64,23.7337
256,256,64,256,26.2397
256,256,64,1024,35.5737
256,256,64,4096,66.1647
256,256,64,16384,176.48
256,256,128,16,27.0293
256,256,128,64,26.4217
256,256,128,256,31.3173
256,256,128,1024,48.7783
256,256,128,4096,106.122
256,256,128,16384,329.994
256,1024,0,0,25.2483
256,1024,1,16,32.043
256,1024,1,64,32.0317
256,1024,1,256,31.7867
256,1024,1,1024,33.1947
256,1024,1,4096,33.7173
256,1024,1,16384,39.829
256,1024,2,16,32.2877
256,1024,2,64,32.3627
256,1024,2,256,32.1167
256,1024,2,1024,33.4193
256,1024,2,4096,34.1653
256,1024,2,16384,42.399
256,1024,4,16,32.362
256,1024,4,64,32.3193
256,1024,4,256,32.1603
256,1024,4,1024,33.3867
256,1024,4,4096,34.582
256,1024,4,16384,45.6113
256,1024,8,16,32.2557
256,1024,8,64,32.256
256,1024,8,256,32.1073
256,1024,8,1024,33.2903
256,1024,8,4096,39.2213
256,1024,8,16384,54.9227
256,1024,16,16,32.8427
256,1024,16,64,32.8427
256,1024,16,256,32.5333
256,1024,16,1024,34.5067
